231, 435
452, 383
179, 17
90, 445
186, 477
48, 31
340, 52
196, 88
95, 79
387, 491
380, 473
68, 137
407, 309
454, 210
354, 315
38, 394
341, 212
33, 294
18, 17
448, 444
88, 298
57, 443
450, 83
32, 221
174, 308
203, 426
214, 371
364, 89
236, 499
493, 387
154, 169
497, 500
114, 22
178, 190
289, 19
411, 218
454, 224
332, 134
322, 205
496, 65
302, 252
411, 433
132, 493
338, 318
423, 188
57, 265
215, 419
431, 72
494, 212
137, 225
498, 74
137, 278
7, 121
405, 224
360, 177
293, 5
10, 23
254, 88
250, 304
267, 160
292, 380
259, 328
118, 172
461, 189
436, 197
446, 461
242, 30
25, 273
31, 301
16, 53
495, 7
368, 140
16, 432
227, 354
74, 342
49, 171
73, 476
455, 146
493, 244
487, 442
104, 278
96, 169
84, 336
483, 14
191, 270
436, 433
83, 465
258, 210
272, 121
238, 198
426, 121
27, 392
297, 316
120, 428
364, 226
355, 195
313, 216
245, 194
470, 289
315, 196
