19, 22
6, 6
3, 18
19, 8
16, 23
11, 18
7, 21
13, 3
13, 3
17, 10
6, 6
18, 7
10, 15
15, 4
2, 24
16, 8
10, 19
5, 16
20, 22
7, 18
2, 22
7, 15
1, 23
9, 4
16, 22
9, 14
4, 20
10, 23
14, 15
3, 17
19, 14
16, 22
16, 24
19, 18
14, 2
19, 6
13, 20
6, 9
1, 22
5, 12
14, 4
6, 11
13, 19
7, 11
8, 23
2, 5
19, 11
17, 5
14, 19
15, 7
11, 1
14, 15
8, 11
4, 11
6, 13
6, 23
1, 1
15, 20
3, 15
17, 7
5, 10
14, 10
18, 9
18, 9
7, 15
18, 19
4, 16
1, 18
11, 16
7, 1
11, 1
18, 9
1, 8
1, 23
20, 21
1, 6
12, 14
4, 13
3, 15
4, 21
16, 7
4, 10
17, 18
14, 11
12, 23
17, 7
6, 5
8, 13
11, 7
20, 8
7, 9
10, 5
10, 21
16, 3
8, 15
9, 6
12, 1
13, 16
10, 3
3, 13
