478, 450, 0
455, 320, 0
124, 198, 0
203, 70, 0
168, 191, 0
69, 335, 0
206, 256, 0
62, 252, 0
468, 164, 0
372, 229, 0
203, 150, 0
383, 414, 0
147, 397, 0
240, 69, 0
155, 66, 0
357, 469, 0
371, 129, 0
72, 168, 0
272, 418, 0
175, 432, 0
402, 292, 0
425, 224, 0
392, 231, 0
15, 29, 0
140, 332, 0
322, 137, 0
293, 465, 0
165, 117, 0
451, 368, 0
483, 494, 0
62, 456, 0
34, 70, 0
408, 463, 0
351, 180, 0
97, 84, 0
180, 276, 0
193, 154, 0
440, 386, 0
5, 230, 0
166, 436, 0
82, 497, 0
155, 187, 0
59, 497, 0
113, 230, 0
489, 69, 0
487, 479, 0
6, 10, 0
499, 304, 0
156, 437, 0
252, 34, 0
88, 155, 0
481, 68, 0
76, 39, 0
361, 306, 0
225, 242, 0
265, 401, 0
325, 123, 0
344, 368, 0
444, 279, 0
248, 338, 0
418, 41, 0
491, 203, 0
87, 50, 0
323, 450, 0
183, 485, 0
26, 231, 0
466, 229, 0
425, 417, 0
155, 126, 0
313, 271, 0
312, 195, 0
194, 373, 0
498, 215, 0
381, 96, 0
66, 179, 0
372, 418, 0
397, 223, 0
260, 463, 0
485, 401, 0
302, 323, 0
298, 126, 0
450, 382, 0
221, 68, 0
430, 316, 0
159, 72, 0
304, 259, 0
21, 101, 0
385, 42, 0
264, 188, 0
193, 46, 0
120, 260, 0
375, 464, 0
395, 279, 0
237, 14, 0
347, 66, 0
216, 233, 0
340, 285, 0
128, 209, 0
490, 398, 0
319, 255, 0
271, 107, 0
381, 247, 0
486, 172, 0
196, 341, 0
247, 7, 0
225, 154, 0
385, 496, 0
167, 497, 0
327, 249, 0
499, 189, 0
35, 71, 0
250, 231, 0
258, 495, 0
20, 272, 0
209, 395, 0
441, 40, 0
64, 94, 0
293, 129, 0
9, 303, 0
420, 499, 0
484, 443, 0
473, 182, 0
483, 321, 0
70, 194, 0
433, 26, 0
274, 236, 0
100, 98, 0
302, 169, 0
475, 381, 0
21, 56, 0
