231, 435
452, 383
179, 17
90, 445
186, 477
48, 31
340, 52
196, 88
95, 79
387, 491
380, 473
68, 137
407, 309
454, 210
354, 315
38, 394
341, 212
33, 294
18, 17
448, 444
88, 298
57, 443
450, 83
32, 221
174, 308
203, 426
214, 371
364, 89
236, 499
493, 387
154, 169
497, 500
114, 22
178, 190
289, 19
411, 218
454, 224
332, 134
322, 205
496, 65
302, 252
411, 433
132, 493
338, 318
423, 188
57, 265
215, 419
431, 72
494, 212
137, 225
498, 74
137, 278
7, 121
405, 224
360, 177
293, 5
10, 23
254, 88
250, 304
267, 160
292, 380
259, 328
118, 172
461, 189
436, 197
446, 461
242, 30
25, 273
31, 301
16, 53
495, 7
368, 140
16, 432
227, 354
74, 342
49, 171
73, 476
455, 146
493, 244
487, 442
104, 278
96, 169
84, 336
483, 14
191, 270
436, 433
83, 465
258, 210
272, 121
238, 198
426, 121
27, 392
297, 316
120, 428
364, 226
355, 195
313, 216
245, 194
470, 289
315, 196
265, 206
283, 370
22, 32
217, 58
495, 209
185, 478
253, 453
110, 307
394, 12
270, 278
63, 347
196, 122
118, 175
212, 85
23, 277
109, 9
200, 423
153, 407
39, 96
194, 170
336, 72
440, 461
155, 255
389, 188
337, 281
104, 493
199, 54
47, 233
117, 420
176, 261
252, 354
218, 126
310, 179
346, 173
151, 280
156, 212
229, 419
20, 359
133, 331
137, 342
65, 437
436, 193
383, 204
472, 82
208, 305
31, 14
147, 105
386, 19
285, 333
177, 90
360, 409
217, 414
368, 357
371, 329
202, 224
57, 435
253, 122
433, 304
435, 321
470, 194
404, 132
468, 325
167, 233
468, 448
30, 61
20, 305
248, 47
277, 65
230, 106
458, 326
374, 427
98, 329
452, 111
79, 56
404, 197
254, 305
229, 12
15, 465
68, 224
88, 313
464, 364
6, 167
490, 325
213, 233
403, 26
354, 442
189, 84
55, 230
391, 171
22, 97
188, 247
439, 311
479, 301
492, 475
490, 199
112, 194
73, 416
15, 87
191, 312
208, 366
414, 213
477, 358
352, 382
497, 400
186, 285
398, 234
297, 355
253, 40
201, 307
139, 370
374, 94
417, 143
495, 479
215, 326
313, 372
387, 368
340, 99
196, 85
106, 386
332, 400
364, 462
63, 303
3, 31
178, 320
388, 43
87, 223
251, 68
105, 347
179, 480
294, 279
74, 192
106, 402
481, 453
112, 164
119, 371
435, 330
63, 43
409, 453
72, 253
343, 186
352, 307
174, 493
345, 402
24, 180
429, 471
189, 186
322, 29
468, 470
189, 29
107, 354
35, 286
182, 386
13, 277
276, 55
14, 374
291, 276
53, 189
243, 452
457, 207
297, 40
48, 56
2, 288
339, 6
169, 6
208, 421
403, 296
331, 179
134, 108
223, 339
337, 33
193, 117
187, 152
110, 116
326, 29
26, 93
233, 196
198, 487
386, 400
491, 429
418, 72
109, 76
150, 185
134, 454
179, 404
337, 376
462, 284
343, 75
314, 488
29, 176
391, 243
236, 85
196, 273
325, 233
389, 347
417, 111
15, 394
57, 346
234, 381
496, 462
476, 413
186, 50
232, 84
278, 156
194, 214
232, 269
335, 154
432, 306
244, 65
442, 324
487, 404
442, 115
323, 113
240, 3
78, 253
186, 112
10, 149
432, 189
315, 311
137, 379
67, 471
480, 452
116, 107
128, 102
36, 489
288, 158
416, 304
476, 347
403, 29
206, 212
453, 324
23, 347
496, 271
393, 199
395, 403
364, 329
230, 47
152, 407
435, 134
2, 434
362, 169
269, 390
97, 193
285, 420
274, 291
15, 427
129, 159
199, 180
138, 82
5, 449
213, 268
492, 342
30, 2
98, 188
328, 322
310, 221
318, 29
15, 432
412, 122
41, 433
396, 401
274, 442
185, 121
235, 171
2, 91
26, 32
263, 97
408, 257
140, 172
348, 450
139, 303
466, 88
337, 172
167, 228
62, 160
498, 196
431, 407
160, 132
76, 114
45, 236
173, 158
231, 219
54, 306
116, 259
168, 489
307, 328
40, 245
208, 219
495, 268
97, 207
496, 53
262, 242
417, 59
469, 53
384, 419
299, 366
194, 116
27, 6
115, 412
480, 372
397, 197
67, 221
76, 1
375, 426
71, 164
328, 139
96, 229
408, 422
178, 196
449, 1
496, 7
233, 325
239, 439
83, 161
20, 458
73, 7
128, 107
415, 14
69, 239
404, 48
441, 451
70, 346
8, 55
12, 186
259, 313
255, 457
308, 67
125, 203
252, 76
478, 252
323, 381
98, 445
440, 141
253, 264
36, 121
53, 141
75, 42
385, 139
418, 423
483, 411
63, 252
208, 307
452, 154
201, 50
482, 142
186, 68
238, 352
476, 294
1, 349
31, 156
186, 138
308, 499
266, 358
70, 166
164, 134
240, 200
139, 203
208, 289
207, 200
260, 415
484, 403
409, 291
291, 371
37, 65
300, 5
10, 201
345, 31
493, 28
52, 193
21, 107
460, 87
51, 34
278, 216
303, 466
331, 38
199, 17
67, 434
400, 463
68, 359
51, 175
385, 131
93, 335
295, 402
354, 449
49, 52
325, 454
104, 498
477, 401
333, 257
417, 186
271, 355
408, 169
295, 478
355, 7
83, 255
245, 284
415, 324
54, 50
378, 391
237, 33
188, 399
123, 460
482, 312
357, 13
276, 347
377, 1
3, 296
381, 487
247, 209
362, 415
242, 340
364, 483
19, 164
171, 458
259, 29
201, 253
142, 134
340, 443
76, 376
167, 61
46, 494
216, 287
291, 48
210, 402
395, 457
225, 295
75, 341
74, 233
72, 359
297, 319
15, 492
47, 345
198, 433
313, 289
453, 39
455, 261
275, 326
102, 273
31, 75
365, 151
48, 91
191, 464
121, 2
1, 461
79, 185
316, 426
257, 408
25, 408
269, 460
469, 5
160, 136
258, 179
373, 471
155, 449
427, 98
228, 378
154, 400
241, 68
19, 420
221, 188
364, 214
216, 210
224, 363
105, 183
499, 350
290, 451
227, 12
151, 153
297, 244
394, 117
415, 196
318, 362
208, 250
447, 497
267, 26
472, 74
234, 465
128, 114
222, 418
183, 418
3, 365
262, 391
277, 78
58, 283
493, 87
165, 404
256, 182
407, 48
95, 70
188, 318
20, 413
484, 455
493, 368
129, 172
41, 227
29, 300
173, 255
427, 326
421, 202
363, 243
253, 47
246, 306
316, 335
316, 420
478, 180
330, 207
122, 156
420, 170
166, 253
287, 420
379, 213
357, 38
94, 414
229, 70
381, 489
335, 383
312, 67
90, 259
356, 500
440, 121
346, 387
419, 500
217, 443
32, 12
200, 418
134, 88
387, 433
118, 152
281, 272
30, 341
8, 442
389, 59
247, 84
4, 400
24, 211
371, 496
254, 381
292, 197
48, 91
345, 204
252, 109
53, 361
273, 178
196, 117
127, 150
400, 474
150, 58
313, 181
177, 499
442, 483
332, 131
490, 413
131, 349
384, 127
289, 68
134, 131
210, 171
298, 148
312, 88
208, 222
40, 484
428, 149
159, 468
444, 395
251, 438
142, 420
393, 260
339, 40
170, 25
60, 295
404, 143
433, 409
189, 363
360, 154
156, 45
162, 267
466, 118
214, 203
400, 449
113, 400
26, 401
172, 429
84, 89
443, 42
62, 265
66, 466
117, 97
34, 422
121, 232
265, 346
110, 155
19, 9
120, 298
382, 222
135, 452
177, 321
295, 358
489, 9
365, 281
112, 456
87, 45
216, 106
163, 299
369, 148
476, 3
107, 8
20, 291
359, 437
178, 271
63, 464
296, 433
93, 282
213, 339
469, 466
438, 333
92, 447
398, 65
366, 351
105, 177
383, 276
417, 262
426, 156
292, 288
74, 96
483, 423
447, 241
176, 5
233, 98
244, 358
216, 458
6, 152
37, 435
123, 357
144, 5
467, 155
91, 397
410, 295
166, 150
78, 442
253, 449
421, 416
85, 357
246, 167
50, 177
227, 460
399, 447
106, 158
335, 199
483, 84
83, 164
390, 194
378, 435
114, 60
224, 386
129, 289
468, 216
111, 254
109, 404
350, 87
340, 456
236, 1
33, 403
225, 439
51, 495
68, 155
421, 140
193, 433
120, 436
500, 125
79, 76
169, 334
211, 7
108, 31
51, 434
85, 474
27, 291
66, 93
165, 208
152, 212
281, 12
482, 430
168, 338
112, 412
316, 218
370, 396
91, 32
203, 215
97, 236
61, 89
15, 387
174, 303
310, 277
92, 347
65, 164
78, 96
133, 266
443, 317
71, 392
112, 211
219, 133
254, 419
136, 54
194, 383
163, 251
239, 413
138, 211
310, 250
130, 454
411, 40
12, 201
283, 399
118, 296
126, 407
234, 227
481, 35
61, 394
258, 307
150, 454
35, 351
224, 485
420, 155
46, 183
44, 127
67, 47
168, 391
281, 20
254, 373
82, 234
390, 313
39, 165
439, 37
56, 432
440, 197
276, 33
377, 237
49, 329
163, 165
213, 16
263, 392
264, 445
219, 292
374, 236
428, 177
354, 57
20, 356
88, 82
356, 224
112, 201
466, 482
188, 244
456, 278
288, 354
316, 370
210, 47
109, 2
112, 83
41, 49
351, 239
229, 175
297, 57
146, 260
491, 440
388, 474
497, 5
492, 51
386, 157
440, 299
310, 215
48, 81
483, 252
365, 72
480, 118
481, 204
19, 350
382, 467
445, 140
71, 72
22, 498
277, 18
412, 308
19, 242
466, 35
390, 375
10, 235
485, 114
230, 448
148, 79
67, 442
216, 247
180, 105
253, 68
90, 4
45, 375
182, 380
226, 313
445, 474
139, 314
457, 171
317, 83
244, 192
20, 414
100, 486
173, 375
78, 138
110, 189
293, 187
500, 300
20, 26
50, 355
160, 83
196, 407
471, 282
288, 11
113, 424
445, 142
141, 229
148, 451
370, 434
224, 128
488, 340
243, 203
358, 412
211, 168
101, 82
371, 199
74, 238
261, 211
339, 354
82, 446
339, 338
46, 117
413, 293
347, 191
278, 429
101, 429
30, 479
490, 343
126, 200
316, 203
484, 192
108, 332
490, 462
87, 134
348, 80
224, 329
148, 342
237, 216
435, 141
107, 389
66, 427
93, 450
48, 402
216, 314
231, 396
117, 315
327, 144
20, 484
282, 162
78, 96
14, 374
15, 86
170, 115
221, 294
255, 214
361, 457
144, 478
223, 381
385, 274
165, 133
16, 408
257, 225
318, 126
360, 245
72, 430
268, 404
407, 90
247, 219
42, 302
214, 184
315, 78
472, 235
118, 148
43, 352
385, 452
317, 239
153, 123
405, 212
370, 1
201, 446
250, 63
11, 331
136, 285
460, 98
489, 390
97, 2
424, 302
62, 219
106, 65
478, 352
221, 66
184, 84
278, 33
163, 169
134, 151
193, 82
482, 328
306, 29
479, 428
269, 310
297, 323
225, 223
277, 22
137, 362
454, 408
322, 424
204, 421
293, 240
227, 23
373, 92
163, 270
212, 20
446, 86
314, 405
224, 181
408, 324
124, 42
174, 20
119, 218
338, 198
332, 125
1, 205
351, 21
185, 483
104, 384
475, 372
241, 328
492, 225
260, 212
162, 488
167, 237
151, 274
244, 14
200, 401
89, 166
301, 493
306, 197
15, 99
394, 318
468, 122
285, 440
187, 326
247, 71
359, 438
323, 354
342, 453
390, 332
382, 354
339, 416
76, 293
265, 97
358, 394
271, 71
162, 381
248, 92
70, 76
234, 140
255, 318
46, 100
74, 40
418, 253
162, 142
28, 401
363, 326
279, 231
345, 45
51, 205
152, 145
206, 499
292, 56
410, 255
458, 368
311, 21
119, 313
491, 405
69, 75
300, 358
328, 211
182, 244
404, 486
443, 455
333, 112
333, 444
10, 157
286, 324
380, 179
378, 410
500, 244
146, 408
386, 36
280, 187
115, 177
496, 79
282, 355
430, 10
139, 491
185, 403
372, 131
364, 274
90, 135
456, 115
248, 256
147, 392
251, 185
180, 14
91, 457
259, 422
57, 188
404, 140
150, 285
308, 37
323, 477
496, 159
75, 37
263, 258
291, 324
219, 392
381, 52
496, 292
366, 43
21, 195
89, 213
316, 168
271, 388
116, 282
261, 189
286, 169
165, 326
373, 466
178, 198
255, 60
175, 488
458, 11
391, 396
363, 208
295, 488
350, 47
293, 251
495, 458
42, 312
141, 455
198, 470
494, 470
379, 225
391, 349
312, 229
486, 143
29, 214
110, 304
497, 283
174, 206
399, 389
187, 251
163, 40
155, 119
320, 446
263, 169
311, 264
5, 435
427, 194
211, 362
346, 274
465, 384
353, 104
433, 100
108, 374
246, 408
447, 418
282, 26
26, 375
298, 265
475, 285
288, 196
85, 76
163, 29
295, 176
156, 340
112, 250
460, 427
75, 73
407, 370
68, 56
443, 264
310, 104
1, 40
403, 54
430, 42
457, 97
342, 262
459, 58
296, 88
317, 397
434, 195
253, 357
115, 47
380, 61
210, 402
452, 30
53, 62
128, 73
12, 281
65, 401
212, 143
16, 294
157, 329
27, 21
372, 343
273, 376
266, 155
482, 110
198, 58
118, 44
260, 212
293, 219
208, 260
205, 114
298, 346
193, 397
497, 188
236, 112
224, 16
266, 150
183, 316
157, 265
115, 57
118, 290
8, 274
223, 22
293, 129
111, 56
428, 500
282, 336
279, 374
471, 9
67, 197
119, 255
371, 59
191, 108
177, 269
142, 140
181, 84
467, 148
307, 412
370, 423
28, 244
445, 481
21, 111
333, 157
456, 401
427, 86
55, 161
94, 327
15, 327
119, 352
77, 351
481, 169
385, 244
271, 53
13, 272
31, 299
381, 169
216, 37
330, 141
192, 239
68, 119
28, 300
297, 241
6, 8
75, 251
386, 297
245, 278
157, 384
167, 110
486, 224
484, 70
74, 343
33, 289
84, 312
157, 110
418, 276
19, 201
243, 390
457, 153
101, 443
383, 171
147, 248
304, 369
313, 217
277, 237
321, 166
390, 21
67, 493
28, 19
228, 327
40, 5
359, 474
114, 474
375, 424
407, 497
229, 130
88, 412
399, 404
49, 166
227, 216
445, 497
52, 134
140, 186
463, 290
300, 471
389, 230
32, 163
131, 403
429, 310
126, 8
298, 220
105, 234
254, 192
282, 442
197, 155
427, 449
271, 295
423, 357
199, 45
152, 22
147, 69
454, 476
242, 20
138, 225
419, 330
89, 483
376, 320
418, 339
179, 497
195, 9
208, 173
243, 52
494, 341
433, 382
37, 298
88, 117
233, 218
496, 374
252, 340
308, 499
276, 205
375, 71
255, 83
410, 177
117, 463
51, 70
434, 471
252, 409
106, 317
451, 234
451, 80
478, 332
276, 273
371, 167
371, 355
406, 208
224, 427
26, 424
93, 310
266, 193
156, 72
486, 425
451, 311
167, 32
428, 387
100, 105
156, 424
158, 441
79, 122
119, 112
495, 136
283, 138
304, 141
27, 113
296, 336
399, 393
387, 338
115, 429
235, 255
3, 18
415, 209
289, 130
138, 374
224, 357
223, 310
59, 372
116, 456
355, 32
356, 473
373, 411
141, 479
204, 222
18, 325
399, 130
430, 160
348, 405
212, 493
366, 425
184, 142
45, 473
434, 323
352, 92
241, 175
238, 33
138, 137
297, 481
156, 429
425, 185
142, 155
438, 13
200, 254
462, 410
154, 210
450, 447
321, 124
291, 407
296, 428
309, 175
292, 357
92, 207
337, 233
79, 364
1, 479
466, 284
206, 218
135, 10
469, 20
181, 265
129, 333
302, 112
499, 159
92, 449
476, 398
451, 170
132, 173
309, 57
70, 263
271, 484
412, 141
423, 309
363, 261
499, 416
40, 304
338, 487
2, 344
366, 35
16, 152
499, 45
74, 27
330, 340
168, 184
466, 279
87, 117
432, 391
457, 242
325, 42
188, 424
254, 19
239, 236
299, 26
316, 182
54, 145
478, 471
392, 228
455, 306
393, 46
126, 406
413, 269
500, 442
334, 332
132, 32
422, 5
185, 72
31, 245
444, 237
470, 483
84, 224
297, 5
71, 24
439, 351
74, 379
66, 312
108, 495
80, 123
163, 451
199, 97
437, 89
248, 288
439, 447
43, 247
92, 170
58, 479
1, 291
135, 456
16, 410
84, 401
87, 454
214, 257
371, 91
78, 469
399, 266
81, 54
383, 358
278, 217
273, 392
166, 492
19, 185
7, 492
487, 320
94, 77
25, 195
352, 481
435, 92
300, 161
183, 257
351, 399
149, 89
293, 4
40, 42
452, 490
96, 288
