19, 3
17, 19
8, 15
17, 5
15, 19
19, 22
13, 14
3, 13
3, 23
1, 1
19, 18
16, 20
7, 19
15, 15
9, 12
7, 22
14, 20
15, 10
18, 7
4, 4
11, 20
12, 13
10, 23
5, 7
7, 10
20, 14
3, 10
17, 9
19, 5
2, 24
9, 11
7, 9
12, 8
5, 2
2, 12
3, 13
1, 12
10, 11
6, 17
16, 6
18, 2
1, 16
16, 9
6, 17
8, 24
12, 9
18, 22
10, 19
7, 17
9, 17
13, 1
13, 2
2, 7
12, 21
2, 1
20, 16
17, 19
10, 1
13, 11
2, 9
6, 24
15, 8
5, 8
3, 1
7, 5
20, 19
1, 19
14, 24
14, 1
5, 22
1, 18
20, 15
12, 23
12, 24
18, 11
7, 11
13, 10
4, 16
17, 14
19, 15
10, 23
6, 3
20, 22
20, 11
16, 23
19, 2
7, 1
13, 1
7, 4
3, 6
12, 13
9, 20
16, 16
11, 14
6, 11
14, 9
10, 3
16, 21
10, 14
8, 15
13, 20
1, 14
8, 18
14, 16
14, 4
4, 1
2, 7
13, 16
4, 16
12, 13
17, 12
3, 18
12, 5
16, 22
9, 14
4, 24
10, 20
14, 6
13, 24
8, 9
12, 13
9, 4
20, 19
7, 18
13, 21
15, 18
13, 13
6, 24
4, 18
11, 1
19, 19
4, 18
4, 11
4, 13
9, 1
6, 17
3, 10
11, 4
15, 5
14, 24
7, 19
5, 16
6, 9
20, 14
17, 12
10, 2
19, 16
4, 8
18, 13
10, 23
20, 6
5, 2
17, 15
3, 20
13, 2
14, 21
18, 14
16, 11
16, 6
5, 7
1, 17
7, 6
14, 2
10, 24
19, 22
20, 8
19, 14
8, 24
14, 24
3, 1
12, 22
4, 12
5, 3
1, 8
4, 5
8, 8
14, 4
8, 24
18, 13
13, 12
10, 19
6, 13
1, 3
4, 17
12, 10
5, 14
16, 5
12, 3
13, 13
5, 2
9, 5
13, 6
17, 1
11, 13
13, 21
3, 18
20, 23
11, 10
10, 18
8, 8
13, 7
7, 7
19, 2
17, 12
2, 15
10, 22
15, 24
2, 19
18, 4
14, 8
2, 13
16, 20
5, 13
13, 2
14, 22
5, 17
6, 5
3, 17
15, 10
12, 4
8, 15
6, 23
15, 18
12, 20
20, 1
11, 21
6, 17
5, 15
4, 3
15, 17
14, 20
15, 23
3, 15
15, 7
19, 1
4, 7
10, 24
19, 1
8, 17
6, 13
4, 21
20, 9
12, 23
6, 7
7, 20
13, 11
17, 16
5, 16
8, 1
17, 6
8, 10
18, 10
6, 6
11, 17
2, 23
1, 2
2, 2
3, 8
20, 17
10, 8
8, 5
15, 21
3, 5
19, 14
20, 23
12, 1
16, 10
9, 22
18, 14
16, 3
1, 17
12, 15
6, 14
2, 20
14, 12
13, 22
12, 8
17, 19
5, 24
19, 14
17, 14
3, 4
13, 21
18, 18
10, 2
12, 9
2, 10
5, 24
4, 12
8, 4
15, 3
20, 21
6, 11
7, 24
2, 13
2, 13
17, 8
4, 20
19, 22
12, 1
4, 24
9, 17
8, 7
16, 8
19, 8
20, 9
10, 11
11, 17
12, 17
5, 8
18, 15
2, 13
16, 11
6, 20
20, 2
12, 15
10, 11
1, 7
7, 12
2, 21
1, 15
4, 1
11, 8
9, 6
12, 22
20, 16
9, 19
19, 3
4, 10
8, 9
18, 4
18, 15
1, 23
6, 6
8, 20
14, 17
19, 11
3, 7
18, 5
11, 15
15, 22
14, 19
4, 21
4, 3
19, 9
4, 22
4, 9
13, 7
13, 24
18, 10
18, 12
13, 18
20, 10
9, 24
4, 23
20, 2
17, 5
12, 5
10, 8
14, 8
7, 12
1, 24
11, 5
17, 9
10, 2
12, 16
9, 23
19, 10
7, 22
2, 7
16, 18
17, 17
14, 15
10, 11
19, 17
20, 16
17, 15
19, 10
5, 12
15, 11
8, 2
12, 3
5, 19
7, 14
11, 13
10, 9
18, 17
13, 1
13, 1
20, 16
15, 19
15, 14
16, 15
2, 16
16, 17
3, 15
2, 19
5, 23
7, 18
13, 18
5, 18
4, 1
15, 9
9, 6
15, 6
15, 17
3, 12
10, 21
19, 14
14, 14
7, 17
16, 10
5, 24
9, 17
18, 8
2, 2
9, 17
2, 19
2, 22
12, 12
8, 1
13, 1
6, 22
14, 3
17, 18
3, 18
7, 23
10, 8
5, 23
3, 12
14, 11
18, 18
15, 23
7, 20
15, 19
3, 15
12, 16
15, 21
13, 21
6, 10
19, 22
1, 21
11, 24
11, 21
9, 3
3, 5
7, 20
8, 22
10, 6
11, 7
15, 21
14, 3
6, 23
18, 16
18, 6
7, 23
1, 22
12, 13
11, 24
12, 5
3, 17
1, 7
14, 10
1, 9
11, 20
14, 9
20, 16
11, 12
16, 24
16, 14
19, 13
1, 6
10, 14
12, 21
7, 10
11, 4
9, 19
5, 15
6, 23
12, 17
10, 20
20, 5
12, 15
9, 14
16, 8
19, 20
7, 6
3, 11
20, 3
5, 18
8, 3
4, 5
16, 15
3, 8
8, 24
18, 24
3, 18
2, 23
11, 7
2, 4
11, 4
5, 5
15, 4
13, 18
13, 7
19, 23
13, 15
14, 14
8, 7
11, 6
2, 9
6, 12
18, 18
18, 20
19, 11
6, 20
8, 15
12, 13
14, 20
4, 15
2, 24
2, 9
18, 10
18, 17
12, 9
9, 6
2, 13
13, 15
18, 24
13, 7
18, 24
3, 16
9, 13
14, 1
8, 17
20, 6
19, 17
10, 10
4, 15
8, 4
2, 16
5, 11
3, 9
14, 14
20, 1
3, 13
11, 10
6, 22
20, 18
13, 13
5, 1
20, 11
11, 6
19, 9
13, 10
2, 17
16, 24
15, 9
10, 24
2, 22
8, 15
16, 1
15, 5
1, 8
18, 18
7, 11
14, 13
9, 17
12, 11
14, 8
19, 1
11, 13
3, 22
3, 13
14, 23
4, 9
6, 24
4, 7
16, 12
16, 11
11, 18
6, 2
6, 12
2, 6
12, 12
13, 19
10, 6
5, 20
18, 20
